"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","gallery","url_key","url_path","custom_design","page_layout","options_container","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","gift_wrapping_available","color","status","visibility","tax_class_id","occasion","apparel_type","sleeve_length","fit","size","length","gender","description","short_description","meta_keyword","custom_layout_update","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","price","special_price","weight","msrp","gift_wrapping_price","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","image_label","small_image_label","thumbnail_label","is_recurring","material","luggage_size","luggage_travel_style","bag_luggage_type","accessories_size","luggage_style","accessories_type","shoe_size","shoe_type","gendered","width","bedding_pattern","homeware_style","bed_bath_type","decor_type","home_decor_type","camera_type","camera_megapixels","electronic_type","cost","price_type","sku_type","weight_type","price_view","shipment_type","samples_title","links_title","links_purchased_separately","links_exist","format","books_music_type","author_artist","genre","style","necklace_length","jewelry_type","recurring_profile","pot_size","pot_material","pot_type","pot_manufacture","induction_cooker"
"admin","base","Clothing","simple","14,40","msj010","0","Sullivan Sport Coat","","","/m/s/msj009t_2.jpg","/m/s/msj009t_2.jpg","/m/s/msj009t_2.jpg","","oxford-sport-coat","oxford-sport-coat-433.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Silver","Enabled","Not Visible Individually","Taxable Goods","Career","Tops","Long Sleeve","Slim","M","","Male","Two button, single vented, notched lapels. Three buttons at cuff. Interior buttoned welt pockets. Full polyester lining. 100% wool. Dry clean.","This modern, slim-fit sport jacket is crafted from ultralight refined wool and tailored to a two-button silhouete. Corresponding trousers form a spring-season suit that you can wear whereever.","","","","","","","","","510.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Sullivan Sport Coat","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","14,40","msj011","0","Sullivan Sport Coat","","","/m/s/msj009t_3.jpg","/m/s/msj009t_3.jpg","/m/s/msj009t_3.jpg","","oxford-sport-coat","oxford-sport-coat-434.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Silver","Enabled","Not Visible Individually","Taxable Goods","Career","Tops","Long Sleeve","Slim","L","","Male","Two button, single vented, notched lapels. Three buttons at cuff. Interior buttoned welt pockets. Full polyester lining. 100% wool. Dry clean.","This modern, slim-fit sport jacket is crafted from ultralight refined wool and tailored to a two-button silhouete. Corresponding trousers form a spring-season suit that you can wear whereever.","","","","","","","","","510.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Sullivan Sport Coat","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","40","msj012","0","Linen Blazer","","","/m/s/msj012t_1.jpg","/m/s/msj012t_1.jpg","/m/s/msj012t_1.jpg","","linen-blazer","linen-blazer.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","White","Enabled","Not Visible Individually","Taxable Goods","Casual","Tops","Long Sleeve","Sharp","S","","Male","Single vented, notched lapels. Flap pockets. Tonal stitching. Fully lined. Linen. Dry clean.","In airy lightweight linen, this blazer is classic tailoring with a warm weather twist.","","","","","","","","","455.0000","","1.0000","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Linen Blazer","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","40","msj013","0","Linen Blazer","","","/m/s/msj012t_1.jpg","/m/s/msj012t_1.jpg","/m/s/msj012t_1.jpg","","linen-blazer","linen-blazer-549.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","White","Enabled","Not Visible Individually","Taxable Goods","Casual","Tops","Long Sleeve","Sharp","M","","Male","Single vented, notched lapels. Flap pockets. Tonal stitching. Fully lined. Linen. Dry clean.","In airy lightweight linen, this blazer is classic tailoring with a warm weather twist.","","","","","","","","","455.0000","","1.0000","","","24.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Linen Blazer","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","40","msj014","0","Linen Blazer","","","/m/s/msj012t_1.jpg","/m/s/msj012t_1.jpg","/m/s/msj012t_1.jpg","","linen-blazer","linen-blazer-550.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","White","Enabled","Not Visible Individually","Taxable Goods","Casual","Tops","Long Sleeve","Sharp","L","","Male","Single vented, notched lapels. Flap pockets. Tonal stitching. Fully lined. Linen. Dry clean.","In airy lightweight linen, this blazer is classic tailoring with a warm weather twist.","","","","","","","","","455.0000","","1.0000","","","23.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Linen Blazer","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","40","msj015","0","Stretch Cotton Blazer","","","/m/s/msj015t_2.jpg","/m/s/msj015t_2.jpg","/m/s/msj015t_2.jpg","","stretch-cotton-blazer","stretch-cotton-blazer.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Not Visible Individually","Taxable Goods","Evening","Tops","Long Sleeve","Slim","S","","Male","Two button, single vented, notched lapels. Slim cut through the shoulders chest and waist. Flap pockets, welt inside chest pockets. Cotton/lycra. Dry clean.","Sleek and modern, our form flattering blazer carries a slightly relaxed, yet structured shape. Timeless in any time zone.","","","","","","","","","490.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Stretch Cotton Blazer","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","40","msj016","0","Stretch Cotton Blazer","","","/m/s/msj015t_3.jpg","/m/s/msj015t_3.jpg","/m/s/msj015t_3.jpg","","stretch-cotton-blazer","stretch-cotton-blazer-545.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Not Visible Individually","Taxable Goods","Evening","Tops","Long Sleeve","Slim","M","","Male","Two button, single vented, notched lapels. Slim cut through the shoulders chest and waist. Flap pockets, welt inside chest pockets. Cotton/lycra. Dry clean.","Sleek and modern, our form flattering blazer carries a slightly relaxed, yet structured shape. Timeless in any time zone.","","","","","","","","","490.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Stretch Cotton Blazer","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","40","msj017","0","Stretch Cotton Blazer","","","/m/s/msj015t_4.jpg","/m/s/msj015t_4.jpg","/m/s/msj015t_4.jpg","","stretch-cotton-blazer","stretch-cotton-blazer-546.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Not Visible Individually","Taxable Goods","Evening","Tops","Long Sleeve","Slim","L","","Male","Two button, single vented, notched lapels. Slim cut through the shoulders chest and waist. Flap pockets, welt inside chest pockets. Cotton/lycra. Dry clean.","Sleek and modern, our form flattering blazer carries a slightly relaxed, yet structured shape. Timeless in any time zone.","","","","","","","","","490.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Stretch Cotton Blazer","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","16","mtk000","0","Chelsea Tee","","","/m/t/mtk000t_3.jpg","/m/t/mtk000t_3.jpg","/m/t/mtk000t_3.jpg","","chelsea-tee","chelsea-tee.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Not Visible Individually","Taxable Goods","Casual","Tees","Short Sleeve","Slim","S","","Male","Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.","Minimalist style and maximum comfort meet in this lightweight tee.","","","","","","","","","75.0000","","1.0000","","","24.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Chelsea Tee","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","16","mtk001","0","Chelsea Tee","","","/m/t/mtk000t_4.jpg","/m/t/mtk000t_4.jpg","/m/t/mtk000t_4.jpg","","chelsea-tee","chelsea-tee-587.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Not Visible Individually","Taxable Goods","Casual","Tees","Short Sleeve","Slim","M","","Male","Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.","Minimalist style and maximum comfort meet in this lightweight tee.","","","","","","","","","75.0000","","1.0000","","","23.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Chelsea Tee","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","16","mtk002","0","Chelsea Tee","","","/m/t/mtk002t_3.jpg","/m/t/mtk002t_3.jpg","/m/t/mtk002t_3.jpg","","chelsea-tee","chelsea-tee-588.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","White","Enabled","Not Visible Individually","Taxable Goods","Casual","Tees","Short Sleeve","Slim","M","","Male","Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.","Minimalist style and maximum comfort meet in this lightweight tee.","","","","","","","","","75.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Chelsea Tee","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","16","mtk003","0","Chelsea Tee","","","/m/t/mtk002t_4.jpg","/m/t/mtk002t_4.jpg","/m/t/mtk002t_4.jpg","","chelsea-tee","chelsea-tee-589.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","White","Enabled","Not Visible Individually","Taxable Goods","Casual","Tees","Short Sleeve","Slim","L","","Male","Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.","Minimalist style and maximum comfort meet in this lightweight tee.","","","","","","","","","75.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Chelsea Tee","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","16","mtk004","0","Chelsea Tee","","","/m/t/mtk004t_3.jpg","/m/t/mtk004t_3.jpg","/m/t/mtk004t_3.jpg","","chelsea-tee","chelsea-tee-590.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Black","Enabled","Not Visible Individually","Taxable Goods","Casual","Tees","Short Sleeve","Slim","S","","Male","Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.","Minimalist style and maximum comfort meet in this lightweight tee.","","","","","","","","","75.0000","","1.0000","","","13.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Chelsea Tee","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","16","mtk005","0","Chelsea Tee","","","/m/t/mtk004t_4.jpg","/m/t/mtk004t_4.jpg","/m/t/mtk004t_4.jpg","","chelsea-tee","chelsea-tee-591.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Black","Enabled","Not Visible Individually","Taxable Goods","Casual","Tees","Short Sleeve","Slim","L","","Male","Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.","Minimalist style and maximum comfort meet in this lightweight tee.","","","","","2013-03-01 00:00:00","","","","75.0000","","1.0000","","","24.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Chelsea Tee","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","16","mtk006","0","Merino V-neck Pullover Sweater","","","/m/t/mtk006t_1.jpg","/m/t/mtk006t_1.jpg","/m/t/mtk006t_1.jpg","","merino-v-neck-pullover-sweater","merino-v-neck-pullover-sweater.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Red","Enabled","Not Visible Individually","Taxable Goods","Career","Knits","Long Sleeve","Regular","S","","Male","Long sleeve, pull over style. V-neck. Relaxed fit through the chest. Ribbed neckline, cuff and hem. 100% Merino wool. Dry clean.","A classy V-neck sweater crafted from smooth refined Merino wool. Essential for layering when changing climates.","","","","","2013-03-01 00:00:00","","","","210.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Merino V-neck Pullover Sweater","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","16","mtk007","0","Merino V-neck Pullover Sweater","","","/m/t/mtk006t_2.jpg","/m/t/mtk006t_2.jpg","/m/t/mtk006t_2.jpg","","merino-v-neck-pullover-sweater","merino-v-neck-pullover-sweater-523.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Red","Enabled","Not Visible Individually","Taxable Goods","Career","Knits","Long Sleeve","Regular","M","","Male","Long sleeve, pull over style. V-neck. Relaxed fit through the chest. Ribbed neckline, cuff and hem. 100% Merino wool. Dry clean.","A classy V-neck sweater crafted from smooth refined Merino wool. Essential for layering when changing climates.","","","","","2013-03-01 00:00:00","","","","210.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Merino V-neck Pullover Sweater","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","16","mtk008","0","Merino V-neck Pullover Sweater","","","/m/t/mtk006t_3.jpg","/m/t/mtk006t_3.jpg","/m/t/mtk006t_3.jpg","","merino-v-neck-pullover-sweater","merino-v-neck-pullover-sweater-524.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Red","Enabled","Not Visible Individually","Taxable Goods","Career","Knits","Long Sleeve","Regular","L","","Male","Long sleeve, pull over style. V-neck. Relaxed fit through the chest. Ribbed neckline, cuff and hem. 100% Merino wool. Dry clean.","A classy V-neck sweater crafted from smooth refined Merino wool. Essential for layering when changing climates.","","","","","2013-03-01 00:00:00","","","","210.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Merino V-neck Pullover Sweater","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","14,16","mtk009","0","Lexington Cardigan Sweater","","","/m/t/mtk009t_1.jpg","/m/t/mtk009t_1.jpg","/m/t/mtk009t_1.jpg","","lexington-cardigan-sweater","lexington-cardigan-sweater.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Indigo","Enabled","Not Visible Individually","Taxable Goods","Evening","Knits","Long Sleeve","Slim","S","","Male","V-neck cardigan. Mother of pearl front button closure. Two dart pockets. Ribbed cuff and hem. 100% cotton. Hand wash.","A lean, raglan sleeve cardigan with cosmopolitan appeal.","","","","","2013-03-01 00:00:00","","","","240.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Lexington Cardigan Sweater","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Clothing","simple","14,16","mtk010","0","Lexington Cardigan Sweater","","","/m/t/mtk009t_2.jpg","/m/t/mtk009t_2.jpg","/m/t/mtk009t_2.jpg","","lexington-cardigan-sweater","lexington-cardigan-sweater-534.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Indigo","Enabled","Not Visible Individually","Taxable Goods","Evening","Knits","Long Sleeve","Slim","M","","Male","V-neck cardigan. Mother of pearl front button closure. Two dart pockets. Ribbed cuff and hem. 100% cotton. Hand wash.","A lean, raglan sleeve cardigan with cosmopolitan appeal.","","","","","2013-03-01 00:00:00","","","","240.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Lexington Cardigan Sweater","0","simple","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
